"Outcome","Emotion","Contrast","Parameter","Unit","Difference","CI_low","CI_high","Difference_pct","CI_low_pct","CI_high_pct","pd","Credible","Effect"
"Beauty","Negative - Low intensity","AI-Generated - Human Original","response","%",-0.0873537223133977,-0.108427808533525,-0.0671838495474779,-8.73537223133977,-10.8427808533525,-6.71838495474779,1,TRUE,"Negative"
"Beauty","Negative - Low intensity","Human Forgery - Human Original","confleft","%",0.0330599007045524,0.00437559145598598,0.0615968885868018,3.30599007045524,0.437559145598598,6.15968885868018,0.98640625,TRUE,"Positive"
"Beauty","Negative - Low intensity","Human Forgery - Human Original","confright","%",-0.0369089574403768,-0.0556535114076287,-0.018610080355179,-3.69089574403768,-5.56535114076287,-1.8610080355179,1,TRUE,"Negative"
"Beauty","Negative - Low intensity","Human Forgery - Human Original","mu","%",-0.0946771391349546,-0.149454591598745,-0.0416385654894679,-9.46771391349546,-14.9454591598745,-4.16385654894679,0.99984375,TRUE,"Negative"
"Beauty","Negative - Low intensity","Human Forgery - Human Original","precleft","raw",0.382769895,-0.0605248333676501,0.8707495935,NA,NA,NA,0.95546875,FALSE,"n.s."
"Beauty","Negative - Low intensity","Human Forgery - Human Original","precright","raw",1.12786668,0.45697362335,1.86158762475,NA,NA,NA,0.99984375,TRUE,"Positive"
"Beauty","Negative - Low intensity","Human Forgery - Human Original","response","%",-0.0466493263983143,-0.066062821248333,-0.027756032401627,-4.66493263983143,-6.6062821248333,-2.7756032401627,1,TRUE,"Negative"
"Beauty","Overall","AI-Generated - Human Forgery","bex","%",0.0482866520863878,-0.0533387541788851,0.154205072602747,4.82866520863878,-5.33387541788851,15.4205072602747,0.821875,FALSE,"n.s."
"Beauty","Overall","AI-Generated - Human Forgery","confleft","%",0.0164245759927168,-0.00113401531599688,0.033296029933936,1.64245759927168,-0.113401531599688,3.3296029933936,0.96703125,FALSE,"n.s."
"Beauty","Overall","AI-Generated - Human Forgery","confright","%",-0.020728679781114,-0.0319211818163897,-0.00976419242901732,-2.0728679781114,-3.19211818163897,-0.976419242901732,1,TRUE,"Negative"
"Beauty","Overall","AI-Generated - Human Forgery","mu","%",-0.0919861082148868,-0.125549572362673,-0.0573880112798945,-9.19861082148868,-12.5549572362673,-5.73880112798945,1,TRUE,"Negative"
"Beauty","Overall","AI-Generated - Human Forgery","pex","%",-0.00133670369049881,-0.00391294520008708,0.000197306593933589,-0.133670369049881,-0.391294520008708,0.0197306593933589,0.95453125,FALSE,"n.s."
"Beauty","Overall","AI-Generated - Human Forgery","pmid","%",0.00702340024870587,0.00210058167943379,0.0125550892019662,0.702340024870587,0.210058167943379,1.25550892019662,0.99734375,TRUE,"Positive"
"Beauty","Overall","AI-Generated - Human Forgery","precleft","raw",-0.31666336595,-0.6214682227925,-0.0331023011687505,NA,NA,NA,0.98484375,TRUE,"Negative"
"Beauty","Overall","AI-Generated - Human Forgery","precright","raw",0.079802404,-0.428533331381251,0.585983953231249,NA,NA,NA,0.6175,FALSE,"n.s."
"Beauty","Overall","AI-Generated - Human Forgery","response","%",-0.0336577874104954,-0.0446767250791758,-0.0233928815724645,-3.36577874104954,-4.46767250791758,-2.33928815724645,1,TRUE,"Negative"
"Beauty","Overall","AI-Generated - Human Original","bex","%",0.065631811024707,-0.0339452958679365,0.167360416418593,6.5631811024707,-3.39452958679365,16.7360416418593,0.903125,FALSE,"n.s."
"Beauty","Overall","AI-Generated - Human Original","confleft","%",0.0418429658210897,0.0249472081243697,0.0586661784620783,4.18429658210897,2.49472081243697,5.86661784620783,1,TRUE,"Positive"
"Beauty","Overall","AI-Generated - Human Original","confright","%",-0.0632648132418903,-0.0743296052288735,-0.0516675274776453,-6.32648132418903,-7.43296052288735,-5.16675274776453,1,TRUE,"Negative"
"Beauty","Overall","AI-Generated - Human Original","mu","%",-0.158881767275654,-0.192564837260075,-0.123904384600385,-15.8881767275654,-19.2564837260075,-12.3904384600385,1,TRUE,"Negative"
"Beauty","Overall","AI-Generated - Human Original","pex","%",-0.00240826014281812,-0.00569725342851072,-0.000607158229107754,-0.240826014281812,-0.569725342851072,-0.0607158229107754,0.99765625,TRUE,"Negative"
"Beauty","Overall","AI-Generated - Human Original","pmid","%",0.00455548358488425,-0.000558493843272017,0.00999423765751413,0.455548358488425,-0.0558493843272016,0.999423765751413,0.95875,FALSE,"n.s."
"Beauty","Overall","AI-Generated - Human Original","precleft","raw",-0.0332238513749998,-0.269335017725,0.219012280681249,NA,NA,NA,0.60578125,FALSE,"n.s."
"Beauty","Overall","AI-Generated - Human Original","precright","raw",0.968053689375,0.610774046962499,1.3996737805625,NA,NA,NA,1,TRUE,"Positive"
"Beauty","Overall","AI-Generated - Human Original","response","%",-0.0702628484020608,-0.0821398180205531,-0.0590230035891648,-7.02628484020608,-8.21398180205531,-5.90230035891648,1,TRUE,"Negative"
"Beauty","Overall","Human Forgery - Human Original","bex","%",0.017343171054562,-0.0732931248252234,0.106364573134592,1.7343171054562,-7.32931248252234,10.6364573134592,0.6496875,FALSE,"n.s."
"Beauty","Overall","Human Forgery - Human Original","confleft","%",0.0254922725040837,0.00832505030602869,0.0424184129691536,2.54922725040837,0.832505030602869,4.24184129691536,0.99796875,TRUE,"Positive"
"Beauty","Overall","Human Forgery - Human Original","confright","%",-0.0425619310610403,-0.0529467067772899,-0.0318086051943114,-4.25619310610403,-5.29467067772899,-3.18086051943114,1,TRUE,"Negative"
"Beauty","Overall","Human Forgery - Human Original","mu","%",-0.0667340376073842,-0.0945550095597617,-0.0397130066387886,-6.67340376073842,-9.45550095597618,-3.97130066387886,1,TRUE,"Negative"
"Beauty","Overall","Human Forgery - Human Original","pex","%",-0.00101633302151947,-0.00377754121774075,0.00100216596738428,-0.101633302151947,-0.377754121774075,0.100216596738428,0.84921875,FALSE,"n.s."
"Beauty","Overall","Human Forgery - Human Original","pmid","%",-0.00249115394779523,-0.00763834228750611,0.00229047991465294,-0.249115394779523,-0.763834228750611,0.229047991465294,0.8459375,FALSE,"n.s."
"Beauty","Overall","Human Forgery - Human Original","precleft","raw",0.286298605875,0.0121196105625002,0.58577449949375,NA,NA,NA,0.97859375,TRUE,"Positive"
"Beauty","Overall","Human Forgery - Human Original","precright","raw",0.89651102825,0.47803527375625,1.344195819125,NA,NA,NA,1,TRUE,"Positive"
"Beauty","Overall","Human Forgery - Human Original","response","%",-0.0364672025277861,-0.0461663589670347,-0.0272925983740043,-3.64672025277861,-4.61663589670347,-2.72925983740043,1,TRUE,"Negative"
"Beauty","Positive - High intensity","AI-Generated - Human Forgery","confleft","%",0.00890786704040572,-0.0257044726548303,0.0430045328909793,0.890786704040572,-2.57044726548303,4.30045328909793,0.6925,FALSE,"n.s."
"Beauty","Positive - High intensity","AI-Generated - Human Forgery","confright","%",-0.0130148120226984,-0.0321503872943666,0.00606795313646481,-1.30148120226984,-3.21503872943666,0.606795313646481,0.909375,FALSE,"n.s."
"Beauty","Positive - High intensity","AI-Generated - Human Forgery","mu","%",-0.0733779310598244,-0.128028656617346,-0.0249974046161254,-7.33779310598244,-12.8028656617346,-2.49974046161254,0.99859375,TRUE,"Negative"
"Beauty","Positive - High intensity","AI-Generated - Human Forgery","precleft","raw",-0.333659044,-0.98731637875,0.297974513,NA,NA,NA,0.85359375,FALSE,"n.s."
"Beauty","Positive - High intensity","AI-Generated - Human Forgery","precright","raw",-0.165109387,-0.811467502499999,0.4769051354,NA,NA,NA,0.6971875,FALSE,"n.s."
"Beauty","Positive - High intensity","AI-Generated - Human Forgery","response","%",-0.0293158581173372,-0.048323695929877,-0.0119999062282936,-2.93158581173372,-4.8323695929877,-1.19999062282936,0.9996875,TRUE,"Negative"
"Beauty","Positive - High intensity","AI-Generated - Human Original","confleft","%",0.0367480110252701,0.00286581724678155,0.0682103713841203,3.67480110252701,0.286581724678155,6.82103713841203,0.98234375,TRUE,"Positive"
"Beauty","Positive - High intensity","AI-Generated - Human Original","confright","%",-0.061567238306223,-0.0816343711967703,-0.0420985486332157,-6.1567238306223,-8.16343711967703,-4.20985486332157,1,TRUE,"Negative"
"Beauty","Positive - High intensity","AI-Generated - Human Original","mu","%",-0.121757576594315,-0.182993695780737,-0.0701020994135554,-12.1757576594315,-18.2993695780737,-7.01020994135554,1,TRUE,"Negative"
"Beauty","Positive - High intensity","AI-Generated - Human Original","precleft","raw",-0.162875536,-0.70827132425,0.425511915,NA,NA,NA,0.71015625,FALSE,"n.s."
"Beauty","Positive - High intensity","AI-Generated - Human Original","precright","raw",0.783402765,0.3243236285,1.298514943,NA,NA,NA,0.9996875,TRUE,"Positive"
"Beauty","Positive - High intensity","AI-Generated - Human Original","response","%",-0.0657083471567172,-0.0865707120463148,-0.0480558316121044,-6.57083471567172,-8.65707120463148,-4.80558316121044,1,TRUE,"Negative"
"Beauty","Positive - High intensity","Human Forgery - Human Original","confleft","%",0.0273352396586202,-0.00667733140319621,0.0608227122523729,2.73352396586202,-0.667733140319621,6.08227122523729,0.946875,FALSE,"n.s."
"Beauty","Positive - High intensity","Human Forgery - Human Original","confright","%",-0.0485856532423588,-0.0667146012535932,-0.0306929982759826,-4.85856532423588,-6.67146012535932,-3.06929982759826,1,TRUE,"Negative"
"Beauty","Positive - High intensity","Human Forgery - Human Original","mu","%",-0.0471480586311752,-0.0945820794006806,-0.00919337258093952,-4.71480586311752,-9.45820794006806,-0.919337258093952,0.99453125,TRUE,"Negative"
"Beauty","Positive - High intensity","Human Forgery - Human Original","precleft","raw",0.168506503,-0.38974328125,0.799799380425,NA,NA,NA,0.719375,FALSE,"n.s."
"Beauty","Positive - High intensity","Human Forgery - Human Original","precright","raw",0.95084167,0.40320081725,1.53147761675,NA,NA,NA,1,TRUE,"Positive"
"Beauty","Positive - High intensity","Human Forgery - Human Original","response","%",-0.0362651699724398,-0.0529699172897854,-0.0217023074020803,-3.62651699724398,-5.29699172897854,-2.17023074020803,1,TRUE,"Negative"
"Beauty","Positive - Low intensity","AI-Generated - Human Forgery","confleft","%",0.0065108719041656,-0.0322533748129265,0.0431377754596519,0.65108719041656,-3.22533748129265,4.31377754596519,0.63203125,FALSE,"n.s."
"Beauty","Positive - Low intensity","AI-Generated - Human Forgery","confright","%",-0.00889633082058741,-0.0278519595721542,0.0104302692576351,-0.889633082058741,-2.78519595721542,1.04302692576351,0.8253125,FALSE,"n.s."
"Beauty","Positive - Low intensity","AI-Generated - Human Forgery","mu","%",-0.0393019827492408,-0.0860752132863259,-0.00177070905399835,-3.93019827492409,-8.60752132863259,-0.177070905399835,0.98015625,TRUE,"Negative"
"Beauty","Positive - Low intensity","AI-Generated - Human Forgery","precleft","raw",-0.24139473,-0.7170566115,0.24808446545,NA,NA,NA,0.84171875,FALSE,"n.s."
"Beauty","Positive - Low intensity","AI-Generated - Human Forgery","precright","raw",-0.0662161299999999,-0.63752642125,0.47529534575,NA,NA,NA,0.58765625,FALSE,"n.s."
"Beauty","Positive - Low intensity","AI-Generated - Human Forgery","response","%",-0.017841473657271,-0.0350222335156149,-0.00307876405487873,-1.7841473657271,-3.50222335156149,-0.307876405487873,0.9909375,TRUE,"Negative"
"Beauty","Positive - Low intensity","AI-Generated - Human Original","confleft","%",0.0360691391817404,-0.0020294400283941,0.0716369599219532,3.60691391817404,-0.20294400283941,7.16369599219532,0.96796875,FALSE,"n.s."
"Beauty","Positive - Low intensity","AI-Generated - Human Original","confright","%",-0.0641408857454389,-0.0838658310610535,-0.0432189343872202,-6.41408857454389,-8.38658310610534,-4.32189343872202,1,TRUE,"Negative"
"Beauty","Positive - Low intensity","AI-Generated - Human Original","mu","%",-0.0725618748003749,-0.128783118002919,-0.0343837429812532,-7.25618748003749,-12.8783118002919,-3.43837429812532,1,TRUE,"Negative"
"Beauty","Positive - Low intensity","AI-Generated - Human Original","precleft","raw",-0.2168949,-0.678821076,0.237341844749999,NA,NA,NA,0.8171875,FALSE,"n.s."
"Beauty","Positive - Low intensity","AI-Generated - Human Original","precright","raw",0.708089165,0.30752194575,1.1549921125,NA,NA,NA,0.99984375,TRUE,"Positive"
"Beauty","Positive - Low intensity","AI-Generated - Human Original","response","%",-0.0537513675910785,-0.0733493790994466,-0.0380802662058004,-5.37513675910785,-7.33493790994466,-3.80802662058004,1,TRUE,"Negative"
"Beauty","Positive - Low intensity","Human Forgery - Human Original","confleft","%",0.0297478211264846,-0.00742031185445312,0.0659191870181561,2.97478211264846,-0.742031185445312,6.59191870181561,0.94203125,FALSE,"n.s."
"Beauty","Positive - Low intensity","Human Forgery - Human Original","confright","%",-0.054982431849929,-0.0740228264073559,-0.0362943287822536,-5.4982431849929,-7.40228264073559,-3.62943287822536,1,TRUE,"Negative"
"Beauty","Positive - Low intensity","Human Forgery - Human Original","mu","%",-0.0330537657372337,-0.0751186903081546,-0.00297550384183073,-3.30537657372337,-7.51186903081546,-0.297550384183073,0.9828125,TRUE,"Negative"
"Beauty","Positive - Low intensity","Human Forgery - Human Original","precleft","raw",0.0269541084999998,-0.45683627975,0.517510774249999,NA,NA,NA,0.54140625,FALSE,"n.s."
"Beauty","Positive - Low intensity","Human Forgery - Human Original","precright","raw",0.772519765,0.28645869575,1.295716925,NA,NA,NA,0.999375,TRUE,"Positive"
"Beauty","Positive - Low intensity","Human Forgery - Human Original","response","%",-0.0359646244747123,-0.0517140887122281,-0.0226342758831216,-3.59646244747123,-5.17140887122281,-2.26342758831216,1,TRUE,"Negative"
"Beauty2","Negative - High intensity","AI-Generated - Human Forgery","confleft","%",-0.0049560022687318,-0.0344112868003077,0.0225839273553233,-0.49560022687318,-3.44112868003077,2.25839273553233,0.634875,FALSE,"n.s."
"Beauty2","Negative - High intensity","AI-Generated - Human Forgery","confright","%",-0.00200987255565319,-0.0306548054097909,0.0266345004630901,-0.200987255565319,-3.06548054097909,2.66345004630901,0.5555,FALSE,"n.s."
"Beauty2","Negative - High intensity","AI-Generated - Human Forgery","mu","%",-0.0150072289653293,-0.0722608301792167,0.0389056269879874,-1.50072289653293,-7.22608301792167,3.89056269879874,0.71125,FALSE,"n.s."
"Beauty2","Negative - High intensity","AI-Generated - Human Forgery","precleft","raw",-0.276491315,-0.69026866975,0.1298104255,NA,NA,NA,0.904,FALSE,"n.s."
"Beauty2","Negative - High intensity","AI-Generated - Human Forgery","precright","raw",0.048627405,-0.7261130159,0.82635747975,NA,NA,NA,0.543375,FALSE,"n.s."
"Beauty2","Negative - High intensity","AI-Generated - Human Forgery","response","%",-0.00392844109526114,-0.0285789240166341,0.0198467572587205,-0.392844109526114,-2.85789240166341,1.98467572587205,0.631,FALSE,"n.s."
"Beauty2","Negative - High intensity","AI-Generated - Human Original","confleft","%",-0.0143844335217281,-0.0416103903409232,0.0119745309942193,-1.43844335217281,-4.16103903409232,1.19745309942193,0.853,FALSE,"n.s."
"Beauty2","Negative - High intensity","AI-Generated - Human Original","confright","%",-0.00200418170268732,-0.0304822340571392,0.0270196372496709,-0.200418170268732,-3.04822340571392,2.70196372496709,0.5515,FALSE,"n.s."
"Beauty2","Negative - High intensity","AI-Generated - Human Original","mu","%",-0.0172542554325411,-0.0666218897834176,0.0290752341200657,-1.72542554325411,-6.66218897834176,2.90752341200657,0.772875,FALSE,"n.s."
"Beauty2","Negative - High intensity","AI-Generated - Human Original","precleft","raw",-0.447113315,-0.852100782,-0.0446449076500001,NA,NA,NA,0.984625,TRUE,"Negative"
"Beauty2","Negative - High intensity","AI-Generated - Human Original","precright","raw",0.30535849,-0.35299991975,0.99758941825,NA,NA,NA,0.81475,FALSE,"n.s."
"Beauty2","Negative - High intensity","AI-Generated - Human Original","response","%",-0.00132647394204133,-0.0238093610342339,0.0203911960253117,-0.132647394204133,-2.38093610342339,2.03911960253117,0.5505,FALSE,"n.s."
"Beauty2","Negative - High intensity","Human Forgery - Human Original","confleft","%",-0.0093767686901135,-0.0362353609945593,0.0184341909528446,-0.93767686901135,-3.62353609945593,1.84341909528446,0.751125,FALSE,"n.s."
"Beauty2","Negative - High intensity","Human Forgery - Human Original","confright","%",4.07935423998307e-05,-0.0279123146581348,0.0271794697633394,0.00407935423998307,-2.79123146581348,2.71794697633394,0.5015,FALSE,"n.s."
"Beauty2","Negative - High intensity","Human Forgery - Human Original","mu","%",-0.00249019673745957,-0.0577927160841957,0.0527227153380481,-0.249019673745957,-5.77927160841957,5.27227153380481,0.539125,FALSE,"n.s."
"Beauty2","Negative - High intensity","Human Forgery - Human Original","precleft","raw",-0.169565725,-0.5816072175,0.249022579499999,NA,NA,NA,0.793375,FALSE,"n.s."
"Beauty2","Negative - High intensity","Human Forgery - Human Original","precright","raw",0.26455733,-0.37283809475,0.926166766749999,NA,NA,NA,0.785875,FALSE,"n.s."
"Beauty2","Negative - High intensity","Human Forgery - Human Original","response","%",0.00267193054906734,-0.0221864414049693,0.0263260883981359,0.267193054906734,-2.21864414049693,2.63260883981359,0.590125,FALSE,"n.s."
"Beauty2","Negative - Low intensity","AI-Generated - Human Forgery","confleft","%",-0.00108449712583772,-0.032892147881675,0.0314261335138722,-0.108449712583772,-3.2892147881675,3.14261335138722,0.526625,FALSE,"n.s."
"Beauty2","Negative - Low intensity","AI-Generated - Human Forgery","confright","%",-0.00635254855095022,-0.0307245700647082,0.0188987631108903,-0.635254855095022,-3.07245700647082,1.88987631108903,0.69425,FALSE,"n.s."
"Beauty2","Negative - Low intensity","AI-Generated - Human Forgery","mu","%",-0.0502209948023452,-0.12001516542484,0.0221037312262756,-5.02209948023452,-12.001516542484,2.21037312262756,0.91325,FALSE,"n.s."
"Beauty2","Negative - Low intensity","AI-Generated - Human Forgery","precleft","raw",-0.0423343453,-0.566723061374999,0.471257005075,NA,NA,NA,0.563625,FALSE,"n.s."
"Beauty2","Negative - Low intensity","AI-Generated - Human Forgery","precright","raw",-0.0148416250000003,-1.092407106075,0.956120728399998,NA,NA,NA,0.511625,FALSE,"n.s."
"Beauty2","Negative - Low intensity","AI-Generated - Human Forgery","response","%",-0.0176826312446679,-0.0437819407406868,0.00803080449175191,-1.76826312446679,-4.37819407406868,0.803080449175191,0.90925,FALSE,"n.s."
"Beauty2","Negative - Low intensity","AI-Generated - Human Original","confleft","%",-0.00257551511998227,-0.0326921079396668,0.0280743810268984,-0.257551511998227,-3.26921079396668,2.80743810268984,0.567375,FALSE,"n.s."
"Beauty2","Negative - Low intensity","AI-Generated - Human Original","confright","%",0.00199384608966408,-0.0210829874215201,0.0249997575991911,0.199384608966408,-2.10829874215201,2.49997575991911,0.569375,FALSE,"n.s."
"Beauty2","Negative - Low intensity","AI-Generated - Human Original","mu","%",-0.0444084784128579,-0.104683889207452,0.0163411699191421,-4.44084784128579,-10.4683889207452,1.63411699191421,0.9255,FALSE,"n.s."
"Beauty2","Negative - Low intensity","AI-Generated - Human Original","precleft","raw",-0.23090609,-0.73793080875,0.27708249025,NA,NA,NA,0.825375,FALSE,"n.s."
"Beauty2","Negative - Low intensity","AI-Generated - Human Original","precright","raw",0.263111155,-0.449044066999999,1.0742588034,NA,NA,NA,0.757125,FALSE,"n.s."
"Beauty2","Negative - Low intensity","AI-Generated - Human Original","response","%",-0.0132539370659502,-0.0356148387501819,0.00869837555816516,-1.32539370659502,-3.56148387501819,0.869837555816516,0.881875,FALSE,"n.s."
"Beauty2","Negative - Low intensity","Human Forgery - Human Original","confleft","%",-0.00177482322224909,-0.0329550047276396,0.0302202935818998,-0.177482322224909,-3.29550047276396,3.02202935818998,0.5445,FALSE,"n.s."
"Beauty2","Negative - Low intensity","Human Forgery - Human Original","confright","%",0.00840223470969212,-0.0143978840020406,0.0309465647705049,0.840223470969212,-1.43978840020406,3.09465647705049,0.760625,FALSE,"n.s."
"Beauty2","Negative - Low intensity","Human Forgery - Human Original","mu","%",0.0061126799003193,-0.0652261748190894,0.0764915686175107,0.61126799003193,-6.52261748190894,7.64915686175107,0.565625,FALSE,"n.s."
"Beauty2","Negative - Low intensity","Human Forgery - Human Original","precleft","raw",-0.1856660705,-0.70258900425,0.3320726677,NA,NA,NA,0.75475,FALSE,"n.s."
"Beauty2","Negative - Low intensity","Human Forgery - Human Original","precright","raw",0.276513061499999,-0.5319644285,1.27330965025,NA,NA,NA,0.734375,FALSE,"n.s."
"Beauty2","Negative - Low intensity","Human Forgery - Human Original","response","%",0.0045633296680834,-0.0214677306782479,0.0300923521965007,0.45633296680834,-2.14677306782479,3.00923521965007,0.63025,FALSE,"n.s."
"Beauty2","Overall","AI-Generated - Human Forgery","bex","%",0.0137720432549622,-0.0887062072879258,0.117880009778705,1.37720432549622,-8.87062072879258,11.7880009778705,0.61125,FALSE,"n.s."
"Beauty2","Overall","AI-Generated - Human Forgery","confleft","%",0.0059489972306227,-0.013915364283936,0.0260113256668424,0.59489972306227,-1.3915364283936,2.60113256668424,0.722375,FALSE,"n.s."
"Beauty2","Overall","AI-Generated - Human Forgery","confright","%",-0.00134085743141316,-0.0144357450785454,0.0120870151332843,-0.134085743141316,-1.44357450785454,1.20870151332843,0.581625,FALSE,"n.s."
"Beauty2","Overall","AI-Generated - Human Forgery","mu","%",-0.0238203107141677,-0.0650876882511056,0.0175571255618775,-2.38203107141677,-6.50876882511056,1.75571255618775,0.8745,FALSE,"n.s."
"Beauty2","Overall","AI-Generated - Human Forgery","pex","%",0.001694042628379,-0.000381056144082294,0.00521048700823269,0.1694042628379,-0.0381056144082294,0.521048700823269,0.946125,FALSE,"n.s."
"Beauty2","Overall","AI-Generated - Human Forgery","pmid","%",0.00212900309482002,-0.00294452965638601,0.00757633360293191,0.212900309482002,-0.294452965638601,0.757633360293191,0.79875,FALSE,"n.s."
"Beauty2","Overall","AI-Generated - Human Forgery","precleft","raw",-0.112990811749999,-0.4640205517375,0.235727037125,NA,NA,NA,0.734125,FALSE,"n.s."
"Beauty2","Overall","AI-Generated - Human Forgery","precright","raw",0.0162249497499996,-0.423578952167437,0.45084351860625,NA,NA,NA,0.526625,FALSE,"n.s."
"Beauty2","Overall","AI-Generated - Human Forgery","response","%",-0.00769560662572472,-0.0193727801205269,0.00450968482353838,-0.769560662572472,-1.93727801205269,0.450968482353838,0.89075,FALSE,"n.s."
"Beauty2","Overall","AI-Generated - Human Original","bex","%",0.00972382996998722,-0.0869632657646288,0.105588113657625,0.972382996998722,-8.69632657646288,10.5588113657625,0.586875,FALSE,"n.s."
"Beauty2","Overall","AI-Generated - Human Original","confleft","%",0.00551249418176414,-0.0129155060794458,0.0243597014564054,0.551249418176414,-1.29155060794458,2.43597014564054,0.719,FALSE,"n.s."
"Beauty2","Overall","AI-Generated - Human Original","confright","%",-0.00614146588615411,-0.0190490489718258,0.00674619851903667,-0.614146588615411,-1.90490489718258,0.674619851903667,0.82675,FALSE,"n.s."
"Beauty2","Overall","AI-Generated - Human Original","mu","%",-0.0212077360807839,-0.0562339426072203,0.0140267250544806,-2.12077360807839,-5.62339426072203,1.40267250544806,0.8865,FALSE,"n.s."
"Beauty2","Overall","AI-Generated - Human Original","pex","%",3.65745452469992e-05,-0.00274950537779503,0.00290881583000363,0.00365745452469992,-0.274950537779503,0.290881583000363,0.512,FALSE,"n.s."
"Beauty2","Overall","AI-Generated - Human Original","pmid","%",0.00226635834654339,-0.002919868702682,0.00768044554267363,0.226635834654339,-0.2919868702682,0.768044554267363,0.801125,FALSE,"n.s."
"Beauty2","Overall","AI-Generated - Human Original","precleft","raw",-0.29747448,-0.6208797547875,0.0219278283749997,NA,NA,NA,0.963875,FALSE,"n.s."
"Beauty2","Overall","AI-Generated - Human Original","precright","raw",0.144007232,-0.2137077992,0.5559583763125,NA,NA,NA,0.77975,FALSE,"n.s."
"Beauty2","Overall","AI-Generated - Human Original","response","%",-0.00982593625916345,-0.0205510132167725,0.00064105400683964,-0.982593625916345,-2.05510132167725,0.064105400683964,0.96575,FALSE,"n.s."
"Beauty2","Overall","Human Forgery - Human Original","bex","%",-0.00491234239634118,-0.102005993981345,0.0954370329532807,-0.491234239634118,-10.2005993981345,9.54370329532807,0.53975,FALSE,"n.s."
"Beauty2","Overall","Human Forgery - Human Original","confleft","%",-0.000362879129578109,-0.0197512388920271,0.0189024476656343,-0.0362879129578109,-1.97512388920271,1.89024476656343,0.514875,FALSE,"n.s."
"Beauty2","Overall","Human Forgery - Human Original","confright","%",-0.00491428059891205,-0.0172091672525004,0.00745662963749079,-0.491428059891205,-1.72091672525004,0.745662963749079,0.7845,FALSE,"n.s."
"Beauty2","Overall","Human Forgery - Human Original","mu","%",0.00248716095090501,-0.0371798091170236,0.0408067416605816,0.248716095090501,-3.71798091170236,4.08067416605816,0.5525,FALSE,"n.s."
"Beauty2","Overall","Human Forgery - Human Original","pex","%",-0.00165728266786283,-0.00523163698581999,0.000347074845452443,-0.165728266786283,-0.523163698581999,0.0347074845452443,0.946,FALSE,"n.s."
"Beauty2","Overall","Human Forgery - Human Original","pmid","%",9.26774549524162e-05,-0.00501140102248819,0.00517858124218235,0.00926774549524162,-0.501140102248819,0.517858124218235,0.514875,FALSE,"n.s."
"Beauty2","Overall","Human Forgery - Human Original","precleft","raw",-0.1858820105,-0.50347883,0.1527680052225,NA,NA,NA,0.86275,FALSE,"n.s."
"Beauty2","Overall","Human Forgery - Human Original","precright","raw",0.132003196,-0.227956606284375,0.531483015937499,NA,NA,NA,0.755,FALSE,"n.s."
"Beauty2","Overall","Human Forgery - Human Original","response","%",-0.00220310313144201,-0.0141206228499347,0.00933600256686917,-0.220310313144201,-1.41206228499347,0.933600256686917,0.6495,FALSE,"n.s."
"Beauty2","Positive - High intensity","AI-Generated - Human Forgery","confleft","%",-0.00329934570574486,-0.0421959962600984,0.0351063301550126,-0.329934570574486,-4.21959962600984,3.51063301550126,0.56675,FALSE,"n.s."
"Beauty2","Positive - High intensity","AI-Generated - Human Forgery","confright","%",0.0111679141688536,-0.0117704845078378,0.0340163949425713,1.11679141688536,-1.17704845078378,3.40163949425713,0.836,FALSE,"n.s."
"Beauty2","Positive - High intensity","AI-Generated - Human Forgery","mu","%",-0.0175844858763025,-0.0856554435680659,0.0488758414403307,-1.75844858763025,-8.56554435680659,4.88758414403307,0.707,FALSE,"n.s."
"Beauty2","Positive - High intensity","AI-Generated - Human Forgery","precleft","raw",0.3339780195,-0.2607650160225,0.9325676359,NA,NA,NA,0.868375,FALSE,"n.s."
"Beauty2","Positive - High intensity","AI-Generated - Human Forgery","precright","raw",-0.2350656565,-0.896526963697498,0.4617171666,NA,NA,NA,0.750625,FALSE,"n.s."
"Beauty2","Positive - High intensity","AI-Generated - Human Forgery","response","%",-0.00194337097898889,-0.0273902681304958,0.0229933435071993,-0.194337097898889,-2.73902681304958,2.29933435071993,0.562875,FALSE,"n.s."
"Beauty2","Positive - High intensity","AI-Generated - Human Original","confleft","%",0.00428536910716565,-0.0316466895521787,0.0406658861843281,0.428536910716565,-3.16466895521787,4.06658861843281,0.591375,FALSE,"n.s."
"Beauty2","Positive - High intensity","AI-Generated - Human Original","confright","%",-0.0181502169582201,-0.0407513245144674,0.00407865133461174,-1.81502169582201,-4.07513245144674,0.407865133461174,0.944875,FALSE,"n.s."
"Beauty2","Positive - High intensity","AI-Generated - Human Original","mu","%",-0.054597434081771,-0.115174966979323,-0.000918777269654979,-5.4597434081771,-11.5174966979323,-0.0918777269654979,0.977,TRUE,"Negative"
"Beauty2","Positive - High intensity","AI-Generated - Human Original","precleft","raw",-0.2772642735,-0.88446852735,0.333856363749999,NA,NA,NA,0.81025,FALSE,"n.s."
"Beauty2","Positive - High intensity","AI-Generated - Human Original","precright","raw",0.258240855,-0.2908601945,0.8798647225,NA,NA,NA,0.815875,FALSE,"n.s."
"Beauty2","Positive - High intensity","AI-Generated - Human Original","response","%",-0.026290665206902,-0.0488766209997535,-0.00511595068558749,-2.6290665206902,-4.88766209997535,-0.511595068558749,0.994,TRUE,"Negative"
